# spin-wave spectrum computed from ComputeSpinWave.java code
# computed at : 2015/01/30 23:57:41
# check out https://github.com/Eunsong/SpinDynamicsSimulator for most recent updates
#      k     omega  S[k][w]
  0.5806    5.3500  1.293e+00
  0.5806    5.4000  1.186e+00
  0.5806    5.4500  1.092e+00
  0.5806    5.5000  1.022e+00
  0.5806    5.5500  9.509e-01
  0.5806    5.6000  8.972e-01
  0.5806    5.6500  8.690e-01
  0.5806    5.7000  8.156e-01
  0.5806    5.7500  7.826e-01
  0.5806    5.8000  7.756e-01
  0.5806    5.8500  7.632e-01
  0.5806    5.9000  7.571e-01
  0.5806    5.9500  7.573e-01
  0.5806    6.0000  0.000e+00

  0.6129    0.0000  5.530e-01
  0.6129    0.0500  5.554e-01
  0.6129    0.1000  5.564e-01
  0.6129    0.1500  5.626e-01
  0.6129    0.2000  5.581e-01
  0.6129    0.2500  5.508e-01
  0.6129    0.3000  5.559e-01
  0.6129    0.3500  5.708e-01
  0.6129    0.4000  5.591e-01
  0.6129    0.4500  5.572e-01
  0.6129    0.5000  5.560e-01
  0.6129    0.5500  5.457e-01
  0.6129    0.6000  5.419e-01
  0.6129    0.6500  5.499e-01
  0.6129    0.7000  5.606e-01
  0.6129    0.7500  5.430e-01
  0.6129    0.8000  5.581e-01
  0.6129    0.8500  5.511e-01
  0.6129    0.9000  5.566e-01
  0.6129    0.9500  5.563e-01
  0.6129    1.0000  5.784e-01
  0.6129    1.0500  5.689e-01
  0.6129    1.1000  5.789e-01
  0.6129    1.1500  5.762e-01
  0.6129    1.2000  5.974e-01
  0.6129    1.2500  5.930e-01
  0.6129    1.3000  5.874e-01
  0.6129    1.3500  5.874e-01
  0.6129    1.4000  5.692e-01
  0.6129    1.4500  5.873e-01
  0.6129    1.5000  5.900e-01
  0.6129    1.5500  5.797e-01
  0.6129    1.6000  6.059e-01
  0.6129    1.6500  5.821e-01
  0.6129    1.7000  5.952e-01
  0.6129    1.7500  6.408e-01
  0.6129    1.8000  6.682e-01
  0.6129    1.8500  7.199e-01
  0.6129    1.9000  8.089e-01
  0.6129    1.9500  8.486e-01
  0.6129    2.0000  8.124e-01
  0.6129    2.0500  6.103e-01
  0.6129    2.1000  6.048e-01
  0.6129    2.1500  5.898e-01
  0.6129    2.2000  5.727e-01
  0.6129    2.2500  6.240e-01
  0.6129    2.3000  6.268e-01
  0.6129    2.3500  6.396e-01
  0.6129    2.4000  6.242e-01
  0.6129    2.4500  6.541e-01
  0.6129    2.5000  6.479e-01
  0.6129    2.5500  6.820e-01
  0.6129    2.6000  7.420e-01
  0.6129    2.6500  7.265e-01
  0.6129    2.7000  7.556e-01
  0.6129    2.7500  7.881e-01
  0.6129    2.8000  7.937e-01
  0.6129    2.8500  7.948e-01
  0.6129    2.9000  8.475e-01
  0.6129    2.9500  8.608e-01
  0.6129    3.0000  9.049e-01
  0.6129    3.0500  9.564e-01
  0.6129    3.1000  1.108e+00
  0.6129    3.1500  1.197e+00
  0.6129    3.2000  1.242e+00
  0.6129    3.2500  1.671e+00
  0.6129    3.3000  1.972e+00
  0.6129    3.3500  1.987e+00
  0.6129    3.4000  2.220e+00
  0.6129    3.4500  2.992e+00
  0.6129    3.5000  4.749e+00
  0.6129    3.5500  7.388e+00
  0.6129    3.6000  1.368e+01
  0.6129    3.6500  3.254e+01
  0.6129    3.7000  8.187e+01
  0.6129    3.7500  8.056e+01
  0.6129    3.8000  3.492e+01
  0.6129    3.8500  1.619e+01
  0.6129    3.9000  9.470e+00
  0.6129    3.9500  5.971e+00
  0.6129    4.0000  4.247e+00
  0.6129    4.0500  3.268e+00
  0.6129    4.1000  2.785e+00
  0.6129    4.1500  1.991e+00
  0.6129    4.2000  1.269e+00
  0.6129    4.2500  1.190e+00
  0.6129    4.3000  1.281e+00
  0.6129    4.3500  1.433e+00
  0.6129    4.4000  1.735e+00
  0.6129    4.4500  2.168e+00
  0.6129    4.5000  2.504e+00
  0.6129    4.5500  3.506e+00
  0.6129    4.6000  5.383e+00
  0.6129    4.6500  9.039e+00
  0.6129    4.7000  2.096e+01
  0.6129    4.7500  6.339e+01
  0.6129    4.8000  1.085e+02
  0.6129    4.8500  4.050e+01
  0.6129    4.9000  1.686e+01
  0.6129    4.9500  9.107e+00
  0.6129    5.0000  5.842e+00
  0.6129    5.0500  4.106e+00
  0.6129    5.1000  3.116e+00
  0.6129    5.1500  2.464e+00
  0.6129    5.2000  2.038e+00
  0.6129    5.2500  1.723e+00
  0.6129    5.3000  1.510e+00
  0.6129    5.3500  1.360e+00
  0.6129    5.4000  1.231e+00
  0.6129    5.4500  1.143e+00
  0.6129    5.5000  1.053e+00
  0.6129    5.5500  1.004e+00
  0.6129    5.6000  9.680e-01
  0.6129    5.6500  9.253e-01
  0.6129    5.7000  8.849e-01
  0.6129    5.7500  8.492e-01
  0.6129    5.8000  8.095e-01
  0.6129    5.8500  7.790e-01
  0.6129    5.9000  7.432e-01
  0.6129    5.9500  7.283e-01
  0.6129    6.0000  0.000e+00

  0.6452    0.0000  5.892e-01
  0.6452    0.0500  5.385e-01
  0.6452    0.1000  5.644e-01
  0.6452    0.1500  5.682e-01
  0.6452    0.2000  5.847e-01
  0.6452    0.2500  5.767e-01
  0.6452    0.3000  5.762e-01
  0.6452    0.3500  5.613e-01
  0.6452    0.4000  5.640e-01
  0.6452    0.4500  5.584e-01
  0.6452    0.5000  5.690e-01
  0.6452    0.5500  5.621e-01
  0.6452    0.6000  5.584e-01
  0.6452    0.6500  5.508e-01
  0.6452    0.7000  5.523e-01
  0.6452    0.7500  5.599e-01
  0.6452    0.8000  5.782e-01
  0.6452    0.8500  5.733e-01
  0.6452    0.9000  5.708e-01
  0.6452    0.9500  5.769e-01
  0.6452    1.0000  5.854e-01
  0.6452    1.0500  5.837e-01
  0.6452    1.1000  5.751e-01
  0.6452    1.1500  5.863e-01
  0.6452    1.2000  5.999e-01
  0.6452    1.2500  5.948e-01
  0.6452    1.3000  6.007e-01
  0.6452    1.3500  5.953e-01
  0.6452    1.4000  5.970e-01
  0.6452    1.4500  6.049e-01
  0.6452    1.5000  6.080e-01
  0.6452    1.5500  6.097e-01
  0.6452    1.6000  6.141e-01
  0.6452    1.6500  6.250e-01
  0.6452    1.7000  7.043e-01
  0.6452    1.7500  7.615e-01
  0.6452    1.8000  7.917e-01
  0.6452    1.8500  7.802e-01
  0.6452    1.9000  5.920e-01
  0.6452    1.9500  5.929e-01
  0.6452    2.0000  6.116e-01
  0.6452    2.0500  6.471e-01
  0.6452    2.1000  6.524e-01
  0.6452    2.1500  6.537e-01
  0.6452    2.2000  6.515e-01
  0.6452    2.2500  6.276e-01
  0.6452    2.3000  6.300e-01
  0.6452    2.3500  6.527e-01
  0.6452    2.4000  6.608e-01
  0.6452    2.4500  6.983e-01
  0.6452    2.5000  7.150e-01
  0.6452    2.5500  7.197e-01
  0.6452    2.6000  7.788e-01
  0.6452    2.6500  8.105e-01
  0.6452    2.7000  8.803e-01
  0.6452    2.7500  9.221e-01
  0.6452    2.8000  9.977e-01
  0.6452    2.8500  1.065e+00
  0.6452    2.9000  1.204e+00
  0.6452    2.9500  1.300e+00
  0.6452    3.0000  1.428e+00
  0.6452    3.0500  1.663e+00
  0.6452    3.1000  1.989e+00
  0.6452    3.1500  2.513e+00
  0.6452    3.2000  3.477e+00
  0.6452    3.2500  5.128e+00
  0.6452    3.3000  8.443e+00
  0.6452    3.3500  1.648e+01
  0.6452    3.4000  4.101e+01
  0.6452    3.4500  8.898e+01
  0.6452    3.5000  7.004e+01
  0.6452    3.5500  2.871e+01
  0.6452    3.6000  1.399e+01
  0.6452    3.6500  8.690e+00
  0.6452    3.7000  5.971e+00
  0.6452    3.7500  4.386e+00
  0.6452    3.8000  3.387e+00
  0.6452    3.8500  2.890e+00
  0.6452    3.9000  2.497e+00
  0.6452    3.9500  2.132e+00
  0.6452    4.0000  1.846e+00
  0.6452    4.0500  2.145e+00
  0.6452    4.1000  1.499e+00
  0.6452    4.1500  1.183e+00
  0.6452    4.2000  1.216e+00
  0.6452    4.2500  1.371e+00
  0.6452    4.3000  1.473e+00
  0.6452    4.3500  1.538e+00
  0.6452    4.4000  1.765e+00
  0.6452    4.4500  2.160e+00
  0.6452    4.5000  2.732e+00
  0.6452    4.5500  3.628e+00
  0.6452    4.6000  4.991e+00
  0.6452    4.6500  7.607e+00
  0.6452    4.7000  1.711e+01
  0.6452    4.7500  4.886e+01
  0.6452    4.8000  1.152e+02
  0.6452    4.8500  5.048e+01
  0.6452    4.9000  1.984e+01
  0.6452    4.9500  1.039e+01
  0.6452    5.0000  6.355e+00
  0.6452    5.0500  4.364e+00
  0.6452    5.1000  3.247e+00
  0.6452    5.1500  2.560e+00
  0.6452    5.2000  2.106e+00
  0.6452    5.2500  1.818e+00
  0.6452    5.3000  1.585e+00
  0.6452    5.3500  1.423e+00
  0.6452    5.4000  1.300e+00
  0.6452    5.4500  1.195e+00
  0.6452    5.5000  1.112e+00
  0.6452    5.5500  1.027e+00
  0.6452    5.6000  9.689e-01
  0.6452    5.6500  9.199e-01
  0.6452    5.7000  8.830e-01
  0.6452    5.7500  8.543e-01
  0.6452    5.8000  8.111e-01
  0.6452    5.8500  7.985e-01
  0.6452    5.9000  7.856e-01
  0.6452    5.9500  7.539e-01
  0.6452    6.0000  0.000e+00

  0.6774    0.0000  5.901e-01
  0.6774    0.0500  5.780e-01
  0.6774    0.1000  5.863e-01
  0.6774    0.1500  5.780e-01
  0.6774    0.2000  5.642e-01
  0.6774    0.2500  5.728e-01
  0.6774    0.3000  5.802e-01
  0.6774    0.3500  5.861e-01
  0.6774    0.4000  5.648e-01
  0.6774    0.4500  5.709e-01
  0.6774    0.5000  5.678e-01
  0.6774    0.5500  5.798e-01
  0.6774    0.6000  5.826e-01
  0.6774    0.6500  5.758e-01
  0.6774    0.7000  5.780e-01
  0.6774    0.7500  5.862e-01
  0.6774    0.8000  5.882e-01
  0.6774    0.8500  5.841e-01
  0.6774    0.9000  5.892e-01
  0.6774    0.9500  5.872e-01
  0.6774    1.0000  5.896e-01
  0.6774    1.0500  5.983e-01
  0.6774    1.1000  6.025e-01
  0.6774    1.1500  6.008e-01
  0.6774    1.2000  6.030e-01
  0.6774    1.2500  6.067e-01
  0.6774    1.3000  5.984e-01
  0.6774    1.3500  6.030e-01
  0.6774    1.4000  6.097e-01
  0.6774    1.4500  6.171e-01
  0.6774    1.5000  6.394e-01
  0.6774    1.5500  6.550e-01
  0.6774    1.6000  7.202e-01
  0.6774    1.6500  7.460e-01
  0.6774    1.7000  7.597e-01
  0.6774    1.7500  6.790e-01
  0.6774    1.8000  6.499e-01
  0.6774    1.8500  6.603e-01
  0.6774    1.9000  6.326e-01
  0.6774    1.9500  6.578e-01
  0.6774    2.0000  6.471e-01
  0.6774    2.0500  6.480e-01
  0.6774    2.1000  6.611e-01
  0.6774    2.1500  6.894e-01
  0.6774    2.2000  7.005e-01
  0.6774    2.2500  6.924e-01
  0.6774    2.3000  7.082e-01
  0.6774    2.3500  7.534e-01
  0.6774    2.4000  8.020e-01
  0.6774    2.4500  8.533e-01
  0.6774    2.5000  8.639e-01
  0.6774    2.5500  9.313e-01
  0.6774    2.6000  1.053e+00
  0.6774    2.6500  1.174e+00
  0.6774    2.7000  1.314e+00
  0.6774    2.7500  1.572e+00
  0.6774    2.8000  1.910e+00
  0.6774    2.8500  2.453e+00
  0.6774    2.9000  3.203e+00
  0.6774    2.9500  4.477e+00
  0.6774    3.0000  7.010e+00
  0.6774    3.0500  1.268e+01
  0.6774    3.1000  2.933e+01
  0.6774    3.1500  7.454e+01
  0.6774    3.2000  8.511e+01
  0.6774    3.2500  3.904e+01
  0.6774    3.3000  1.751e+01
  0.6774    3.3500  9.965e+00
  0.6774    3.4000  6.542e+00
  0.6774    3.4500  4.799e+00
  0.6774    3.5000  4.192e+00
  0.6774    3.5500  3.443e+00
  0.6774    3.6000  2.869e+00
  0.6774    3.6500  2.242e+00
  0.6774    3.7000  1.826e+00
  0.6774    3.7500  1.637e+00
  0.6774    3.8000  1.759e+00
  0.6774    3.8500  1.671e+00
  0.6774    3.9000  1.595e+00
  0.6774    3.9500  1.434e+00
  0.6774    4.0000  1.150e+00
  0.6774    4.0500  1.081e+00
  0.6774    4.1000  8.355e-01
  0.6774    4.1500  9.775e-01
  0.6774    4.2000  1.075e+00
  0.6774    4.2500  1.250e+00
  0.6774    4.3000  1.475e+00
  0.6774    4.3500  1.773e+00
  0.6774    4.4000  2.135e+00
  0.6774    4.4500  2.524e+00
  0.6774    4.5000  3.092e+00
  0.6774    4.5500  3.957e+00
  0.6774    4.6000  5.114e+00
  0.6774    4.6500  8.765e+00
  0.6774    4.7000  2.041e+01
  0.6774    4.7500  6.129e+01
  0.6774    4.8000  1.099e+02
  0.6774    4.8500  4.133e+01
  0.6774    4.9000  1.700e+01
  0.6774    4.9500  9.144e+00
  0.6774    5.0000  5.852e+00
  0.6774    5.0500  4.138e+00
  0.6774    5.1000  3.157e+00
  0.6774    5.1500  2.586e+00
  0.6774    5.2000  2.164e+00
  0.6774    5.2500  1.851e+00
  0.6774    5.3000  1.587e+00
  0.6774    5.3500  1.394e+00
  0.6774    5.4000  1.262e+00
  0.6774    5.4500  1.200e+00
  0.6774    5.5000  1.124e+00
  0.6774    5.5500  1.047e+00
  0.6774    5.6000  9.991e-01
  0.6774    5.6500  9.439e-01
  0.6774    5.7000  8.818e-01
  0.6774    5.7500  8.552e-01
  0.6774    5.8000  8.208e-01
  0.6774    5.8500  7.950e-01
  0.6774    5.9000  7.565e-01
  0.6774    5.9500  7.292e-01
  0.6774    6.0000  0.000e+00

  0.7097    0.0000  6.157e-01
  0.7097    0.0500  5.731e-01
  0.7097    0.1000  6.015e-01
  0.7097    0.1500  6.014e-01
  0.7097    0.2000  5.965e-01
  0.7097    0.2500  5.937e-01
  0.7097    0.3000  5.893e-01
  0.7097    0.3500  5.910e-01
  0.7097    0.4000  5.897e-01
  0.7097    0.4500  5.860e-01
  0.7097    0.5000  5.825e-01
  0.7097    0.5500  5.991e-01
  0.7097    0.6000  5.809e-01
  0.7097    0.6500  5.837e-01
  0.7097    0.7000  5.845e-01
  0.7097    0.7500  6.076e-01
  0.7097    0.8000  6.096e-01
  0.7097    0.8500  6.132e-01
  0.7097    0.9000  6.262e-01
  0.7097    0.9500  6.164e-01
  0.7097    1.0000  6.153e-01
  0.7097    1.0500  6.194e-01
  0.7097    1.1000  6.345e-01
  0.7097    1.1500  6.246e-01
  0.7097    1.2000  6.287e-01
  0.7097    1.2500  6.332e-01
  0.7097    1.3000  6.472e-01
  0.7097    1.3500  6.133e-01
  0.7097    1.4000  6.054e-01
  0.7097    1.4500  6.174e-01
  0.7097    1.5000  6.414e-01
  0.7097    1.5500  7.036e-01
  0.7097    1.6000  7.215e-01
  0.7097    1.6500  7.457e-01
  0.7097    1.7000  7.815e-01
  0.7097    1.7500  6.326e-01
  0.7097    1.8000  6.647e-01
  0.7097    1.8500  6.820e-01
  0.7097    1.9000  7.292e-01
  0.7097    1.9500  7.687e-01
  0.7097    2.0000  7.657e-01
  0.7097    2.0500  7.979e-01
  0.7097    2.1000  8.330e-01
  0.7097    2.1500  8.866e-01
  0.7097    2.2000  9.297e-01
  0.7097    2.2500  1.001e+00
  0.7097    2.3000  1.048e+00
  0.7097    2.3500  1.157e+00
  0.7097    2.4000  1.319e+00
  0.7097    2.4500  1.540e+00
  0.7097    2.5000  1.849e+00
  0.7097    2.5500  2.388e+00
  0.7097    2.6000  3.182e+00
  0.7097    2.6500  4.544e+00
  0.7097    2.7000  7.248e+00
  0.7097    2.7500  1.361e+01
  0.7097    2.8000  3.150e+01
  0.7097    2.8500  7.876e+01
  0.7097    2.9000  8.113e+01
  0.7097    2.9500  3.715e+01
  0.7097    3.0000  1.682e+01
  0.7097    3.0500  9.347e+00
  0.7097    3.1000  6.148e+00
  0.7097    3.1500  4.466e+00
  0.7097    3.2000  3.512e+00
  0.7097    3.2500  2.878e+00
  0.7097    3.3000  2.533e+00
  0.7097    3.3500  2.306e+00
  0.7097    3.4000  2.105e+00
  0.7097    3.4500  2.019e+00
  0.7097    3.5000  1.816e+00
  0.7097    3.5500  1.713e+00
  0.7097    3.6000  1.811e+00
  0.7097    3.6500  1.865e+00
  0.7097    3.7000  1.776e+00
  0.7097    3.7500  1.436e+00
  0.7097    3.8000  1.280e+00
  0.7097    3.8500  9.634e-01
  0.7097    3.9000  1.162e+00
  0.7097    3.9500  1.316e+00
  0.7097    4.0000  1.018e+00
  0.7097    4.0500  8.383e-01
  0.7097    4.1000  9.767e-01
  0.7097    4.1500  1.008e+00
  0.7097    4.2000  1.013e+00
  0.7097    4.2500  1.185e+00
  0.7097    4.3000  1.354e+00
  0.7097    4.3500  1.586e+00
  0.7097    4.4000  2.190e+00
  0.7097    4.4500  3.024e+00
  0.7097    4.5000  3.991e+00
  0.7097    4.5500  4.713e+00
  0.7097    4.6000  6.565e+00
  0.7097    4.6500  1.335e+01
  0.7097    4.7000  3.454e+01
  0.7097    4.7500  1.026e+02
  0.7097    4.8000  7.051e+01
  0.7097    4.8500  2.566e+01
  0.7097    4.9000  1.221e+01
  0.7097    4.9500  7.166e+00
  0.7097    5.0000  4.844e+00
  0.7097    5.0500  3.544e+00
  0.7097    5.1000  2.770e+00
  0.7097    5.1500  2.261e+00
  0.7097    5.2000  1.895e+00
  0.7097    5.2500  1.698e+00
  0.7097    5.3000  1.559e+00
  0.7097    5.3500  1.403e+00
  0.7097    5.4000  1.252e+00
  0.7097    5.4500  1.173e+00
  0.7097    5.5000  1.081e+00
  0.7097    5.5500  9.942e-01
  0.7097    5.6000  9.488e-01
  0.7097    5.6500  9.100e-01
  0.7097    5.7000  8.713e-01
  0.7097    5.7500  8.586e-01
  0.7097    5.8000  8.231e-01
  0.7097    5.8500  7.821e-01
  0.7097    5.9000  7.688e-01
  0.7097    5.9500  7.366e-01
  0.7097    6.0000  0.000e+00

  0.7419    0.0000  6.143e-01
  0.7419    0.0500  6.158e-01
  0.7419    0.1000  6.233e-01
  0.7419    0.1500  6.143e-01
  0.7419    0.2000  6.069e-01
  0.7419    0.2500  6.105e-01
  0.7419    0.3000  6.131e-01
  0.7419    0.3500  6.225e-01
  0.7419    0.4000  6.037e-01
  0.7419    0.4500  5.818e-01
  0.7419    0.5000  5.862e-01
  0.7419    0.5500  5.895e-01
  0.7419    0.6000  6.068e-01
  0.7419    0.6500  6.005e-01
  0.7419    0.7000  6.039e-01
  0.7419    0.7500  6.440e-01
  0.7419    0.8000  6.282e-01
  0.7419    0.8500  6.685e-01
  0.7419    0.9000  6.694e-01
  0.7419    0.9500  6.658e-01
  0.7419    1.0000  6.811e-01
  0.7419    1.0500  6.612e-01
  0.7419    1.1000  6.559e-01
  0.7419    1.1500  6.643e-01
  0.7419    1.2000  6.552e-01
  0.7419    1.2500  6.396e-01
  0.7419    1.3000  6.605e-01
  0.7419    1.3500  6.582e-01
  0.7419    1.4000  6.465e-01
  0.7419    1.4500  6.831e-01
  0.7419    1.5000  7.116e-01
  0.7419    1.5500  7.187e-01
  0.7419    1.6000  8.188e-01
  0.7419    1.6500  8.401e-01
  0.7419    1.7000  8.564e-01
  0.7419    1.7500  8.252e-01
  0.7419    1.8000  7.763e-01
  0.7419    1.8500  8.594e-01
  0.7419    1.9000  9.519e-01
  0.7419    1.9500  1.011e+00
  0.7419    2.0000  1.121e+00
  0.7419    2.0500  1.292e+00
  0.7419    2.1000  1.529e+00
  0.7419    2.1500  1.768e+00
  0.7419    2.2000  2.140e+00
  0.7419    2.2500  2.732e+00
  0.7419    2.3000  3.782e+00
  0.7419    2.3500  5.620e+00
  0.7419    2.4000  9.414e+00
  0.7419    2.4500  1.903e+01
  0.7419    2.5000  4.943e+01
  0.7419    2.5500  9.273e+01
  0.7419    2.6000  5.841e+01
  0.7419    2.6500  2.414e+01
  0.7419    2.7000  1.293e+01
  0.7419    2.7500  8.165e+00
  0.7419    2.8000  5.600e+00
  0.7419    2.8500  4.294e+00
  0.7419    2.9000  3.401e+00
  0.7419    2.9500  2.808e+00
  0.7419    3.0000  2.294e+00
  0.7419    3.0500  1.993e+00
  0.7419    3.1000  1.846e+00
  0.7419    3.1500  1.784e+00
  0.7419    3.2000  1.566e+00
  0.7419    3.2500  1.414e+00
  0.7419    3.3000  1.397e+00
  0.7419    3.3500  1.421e+00
  0.7419    3.4000  1.310e+00
  0.7419    3.4500  1.231e+00
  0.7419    3.5000  1.221e+00
  0.7419    3.5500  1.277e+00
  0.7419    3.6000  1.354e+00
  0.7419    3.6500  1.479e+00
  0.7419    3.7000  1.437e+00
  0.7419    3.7500  1.407e+00
  0.7419    3.8000  1.571e+00
  0.7419    3.8500  1.457e+00
  0.7419    3.9000  1.148e+00
  0.7419    3.9500  9.832e-01
  0.7419    4.0000  1.006e+00
  0.7419    4.0500  1.093e+00
  0.7419    4.1000  1.372e+00
  0.7419    4.1500  1.223e+00
  0.7419    4.2000  1.107e+00
  0.7419    4.2500  1.366e+00
  0.7419    4.3000  1.671e+00
  0.7419    4.3500  2.028e+00
  0.7419    4.4000  2.376e+00
  0.7419    4.4500  2.865e+00
  0.7419    4.5000  4.336e+00
  0.7419    4.5500  6.346e+00
  0.7419    4.6000  1.139e+01
  0.7419    4.6500  2.679e+01
  0.7419    4.7000  8.189e+01
  0.7419    4.7500  9.057e+01
  0.7419    4.8000  3.212e+01
  0.7419    4.8500  1.437e+01
  0.7419    4.9000  8.103e+00
  0.7419    4.9500  5.310e+00
  0.7419    5.0000  3.921e+00
  0.7419    5.0500  3.073e+00
  0.7419    5.1000  2.408e+00
  0.7419    5.1500  2.009e+00
  0.7419    5.2000  1.767e+00
  0.7419    5.2500  1.580e+00
  0.7419    5.3000  1.397e+00
  0.7419    5.3500  1.262e+00
  0.7419    5.4000  1.152e+00
  0.7419    5.4500  1.067e+00
  0.7419    5.5000  1.017e+00
  0.7419    5.5500  9.642e-01
  0.7419    5.6000  9.090e-01
  0.7419    5.6500  8.878e-01
  0.7419    5.7000  8.490e-01
  0.7419    5.7500  8.184e-01
  0.7419    5.8000  8.001e-01
  0.7419    5.8500  7.695e-01
  0.7419    5.9000  7.556e-01
  0.7419    5.9500  7.214e-01
  0.7419    6.0000  0.000e+00

  0.7742    0.0000  6.772e-01
  0.7742    0.0500  6.440e-01
  0.7742    0.1000  6.489e-01
  0.7742    0.1500  6.467e-01
  0.7742    0.2000  6.604e-01
  0.7742    0.2500  6.738e-01
  0.7742    0.3000  6.625e-01
  0.7742    0.3500  6.561e-01
  0.7742    0.4000  6.459e-01
  0.7742    0.4500  6.207e-01
  0.7742    0.5000  6.135e-01
  0.7742    0.5500  6.204e-01
  0.7742    0.6000  6.084e-01
  0.7742    0.6500  6.199e-01
  0.7742    0.7000  6.284e-01
  0.7742    0.7500  6.316e-01
  0.7742    0.8000  6.906e-01
  0.7742    0.8500  7.240e-01
  0.7742    0.9000  7.307e-01
  0.7742    0.9500  7.586e-01
  0.7742    1.0000  7.555e-01
  0.7742    1.0500  7.489e-01
  0.7742    1.1000  7.229e-01
  0.7742    1.1500  7.016e-01
  0.7742    1.2000  6.747e-01
  0.7742    1.2500  7.174e-01
  0.7742    1.3000  7.225e-01
  0.7742    1.3500  7.918e-01
  0.7742    1.4000  8.392e-01
  0.7742    1.4500  8.760e-01
  0.7742    1.5000  9.216e-01
  0.7742    1.5500  9.496e-01
  0.7742    1.6000  1.001e+00
  0.7742    1.6500  1.012e+00
  0.7742    1.7000  1.141e+00
  0.7742    1.7500  1.303e+00
  0.7742    1.8000  1.556e+00
  0.7742    1.8500  2.001e+00
  0.7742    1.9000  2.617e+00
  0.7742    1.9500  3.486e+00
  0.7742    2.0000  5.015e+00
  0.7742    2.0500  8.289e+00
  0.7742    2.1000  1.581e+01
  0.7742    2.1500  3.972e+01
  0.7742    2.2000  8.894e+01
  0.7742    2.2500  7.186e+01
  0.7742    2.3000  3.040e+01
  0.7742    2.3500  1.500e+01
  0.7742    2.4000  8.756e+00
  0.7742    2.4500  5.719e+00
  0.7742    2.5000  4.243e+00
  0.7742    2.5500  3.374e+00
  0.7742    2.6000  2.746e+00
  0.7742    2.6500  2.399e+00
  0.7742    2.7000  2.218e+00
  0.7742    2.7500  2.053e+00
  0.7742    2.8000  1.941e+00
  0.7742    2.8500  1.813e+00
  0.7742    2.9000  1.610e+00
  0.7742    2.9500  1.477e+00
  0.7742    3.0000  1.294e+00
  0.7742    3.0500  1.204e+00
  0.7742    3.1000  1.177e+00
  0.7742    3.1500  1.173e+00
  0.7742    3.2000  1.120e+00
  0.7742    3.2500  1.100e+00
  0.7742    3.3000  1.057e+00
  0.7742    3.3500  1.035e+00
  0.7742    3.4000  1.056e+00
  0.7742    3.4500  1.145e+00
  0.7742    3.5000  1.011e+00
  0.7742    3.5500  9.811e-01
  0.7742    3.6000  1.029e+00
  0.7742    3.6500  1.153e+00
  0.7742    3.7000  1.159e+00
  0.7742    3.7500  1.219e+00
  0.7742    3.8000  1.258e+00
  0.7742    3.8500  1.306e+00
  0.7742    3.9000  1.418e+00
  0.7742    3.9500  1.672e+00
  0.7742    4.0000  1.175e+00
  0.7742    4.0500  8.836e-01
  0.7742    4.1000  1.161e+00
  0.7742    4.1500  1.481e+00
  0.7742    4.2000  1.677e+00
  0.7742    4.2500  1.971e+00
  0.7742    4.3000  2.138e+00
  0.7742    4.3500  2.608e+00
  0.7742    4.4000  2.780e+00
  0.7742    4.4500  3.474e+00
  0.7742    4.5000  5.783e+00
  0.7742    4.5500  1.051e+01
  0.7742    4.6000  2.408e+01
  0.7742    4.6500  7.344e+01
  0.7742    4.7000  9.896e+01
  0.7742    4.7500  3.599e+01
  0.7742    4.8000  1.566e+01
  0.7742    4.8500  8.612e+00
  0.7742    4.9000  5.626e+00
  0.7742    4.9500  4.034e+00
  0.7742    5.0000  3.036e+00
  0.7742    5.0500  2.438e+00
  0.7742    5.1000  2.047e+00
  0.7742    5.1500  1.778e+00
  0.7742    5.2000  1.560e+00
  0.7742    5.2500  1.382e+00
  0.7742    5.3000  1.227e+00
  0.7742    5.3500  1.149e+00
  0.7742    5.4000  1.064e+00
  0.7742    5.4500  1.019e+00
  0.7742    5.5000  9.549e-01
  0.7742    5.5500  9.090e-01
  0.7742    5.6000  8.757e-01
  0.7742    5.6500  8.621e-01
  0.7742    5.7000  8.271e-01
  0.7742    5.7500  7.863e-01
  0.7742    5.8000  7.651e-01
  0.7742    5.8500  7.580e-01
  0.7742    5.9000  7.316e-01
  0.7742    5.9500  7.340e-01
  0.7742    6.0000  0.000e+00

  0.8065    0.0000  7.062e-01
  0.8065    0.0500  6.999e-01
  0.8065    0.1000  7.284e-01
  0.8065    0.1500  7.546e-01
  0.8065    0.2000  7.433e-01
  0.8065    0.2500  7.490e-01
  0.8065    0.3000  7.405e-01
  0.8065    0.3500  7.408e-01
  0.8065    0.4000  7.264e-01
  0.8065    0.4500  6.655e-01
  0.8065    0.5000  6.471e-01
  0.8065    0.5500  6.527e-01
  0.8065    0.6000  6.284e-01
  0.8065    0.6500  6.599e-01
  0.8065    0.7000  6.883e-01
  0.8065    0.7500  7.341e-01
  0.8065    0.8000  7.833e-01
  0.8065    0.8500  8.711e-01
  0.8065    0.9000  8.576e-01
  0.8065    0.9500  8.589e-01
  0.8065    1.0000  8.667e-01
  0.8065    1.0500  8.513e-01
  0.8065    1.1000  8.421e-01
  0.8065    1.1500  8.250e-01
  0.8065    1.2000  9.249e-01
  0.8065    1.2500  9.912e-01
  0.8065    1.3000  1.106e+00
  0.8065    1.3500  1.263e+00
  0.8065    1.4000  1.471e+00
  0.8065    1.4500  1.743e+00
  0.8065    1.5000  2.090e+00
  0.8065    1.5500  2.635e+00
